customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,transaction_id,revenue
723,Christopher Walter,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-02-27,0,NetBanking,0.15,Ch****@gmail.com,903****707,successful,97,0.0
372,Brandon Gordon,105,45000.0,TV,Electronics,offline,Mumbai,2025-10-31,5,UPI,0.15,Br****@gmail.com,785****702,successful,98,191250.0
753,Kelly Ball,102,70000.0,Phone,Electronics,online,Delhi,2025-10-07,3,Card,0.15,Ke****@gmail.com,659****869,successful,99,178500.0
864,Cameron Black,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-04-20,1,UPI,0.15,Ca****@yahoo.com,993****477,successful,100,55250.0
645,Joshua Burton,102,70000.0,Phone,Electronics,online,Mumbai,2026-02-19,1,Card,0.25,Jo****@outlook.com,670****788,successful,101,52500.0
1000,Shannon Haley,103,1300.0,Shirt,Clothing,online,Bangalore,2025-05-30,3,NetBanking,0.15,Sh****@gmail.com,765****701,successful,102,3315.0
909,Jacqueline Frye,105,45000.0,TV,Electronics,online,Chennai,2025-09-05,3,Cash,0.35,Ja****@gmail.com,605****895,successful,103,87750.0
788,William Wright,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-06-30,2,UPI,0.15,Wi****@gmail.com,850****393,successful,104,85000.0
713,Jason Griffin,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-02-26,1,NetBanking,0.05,Ja****@gmail.com,894****007,successful,105,47500.0
54,Jessica Hernandez,105,45000.0,TV,Electronics,offline,Hyderabad,2026-02-27,2,Card,0.05,Je****@outlook.com,714****854,successful,106,85500.0
89,Joseph Davis,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-03-09,4,UPI,0.35,Jo****@yahoo.com,733****548,successful,107,208000.0
724,Kimberly Winters,103,1300.0,Shirt,Clothing,offline,Chennai,2025-06-22,4,Card,0.35,Ki****@gmail.com,844****493,successful,108,3380.0
128,Ethan Porter,104,8000.0,Shoes,Clothing,online,Bangalore,2026-02-03,3,Card,0.2,Et****@yahoo.com,696****264,successful,109,19200.0
264,Kelli Johnson,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-08-25,2,Cash,0.2,Ke****@gmail.com,986****731,successful,110,80000.0
637,Kevin King,106,80000.0,Sofa,Furniture,online,Bangalore,2026-02-18,5,Cash,0.1,Ke****@yahoo.com,895****430,successful,111,360000.0
381,Melissa Garza,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-09-14,1,Cash,0.15,Me****@gmail.com,692****306,successful,112,59500.0
286,Carmen Sanders,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-01-12,4,NetBanking,0.4,Ca****@gmail.com,882****019,successful,113,36000.0
484,Eric Cabrera,101,250000.0,Laptop,Electronics,online,Bangalore,2025-04-07,3,NetBanking,0.25,Er****@gmail.com,611****733,successful,114,562500.0
270,Katherine Shaw,107,50000.0,Dining Table,Furniture,online,Chennai,2025-12-16,1,Card,0.1,Ka****@yahoo.com,906****908,successful,115,45000.0
756,Juan Mata,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-22,4,NetBanking,0.2,Ju****@yahoo.com,681****818,successful,116,4160.0
937,Nicole Woods,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-07-28,4,NetBanking,0.35,Ni****@yahoo.com,934****075,successful,117,130000.0
206,Kevin Cox,105,45000.0,TV,Electronics,online,Chennai,2025-04-18,1,UPI,0.4,Ke****@outlook.com,931****408,successful,118,27000.0
822,Christine Rivera,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-02-24,2,NetBanking,0.25,Ch****@yahoo.com,669****621,successful,119,375000.0
618,Alan Torres,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-09-23,5,Card,0.25,Al****@yahoo.com,735****305,successful,120,168750.0
175,Shelby Casey,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-05-30,1,Card,0.25,Sh****@gmail.com,815****133,successful,121,48750.0
549,Jacob Hopkins,102,70000.0,Phone,Electronics,online,Bangalore,2025-05-17,4,Cash,0.15,Ja****@gmail.com,681****590,successful,122,238000.0
387,Kenneth Rocha,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-30,5,UPI,0.3,Ke****@outlook.com,638****283,successful,123,157500.0
592,Timothy Medina,104,8000.0,Shoes,Clothing,offline,Delhi,2026-03-04,3,Card,0.35,Ti****@gmail.com,705****501,successful,124,15600.0
580,Meredith Walker,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-10-13,2,Card,0.25,Me****@yahoo.com,785****146,successful,125,75000.0
17,Duane Hall,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-25,1,Card,0.15,Du****@outlook.com,746****149,successful,126,212500.0
115,Linda Graham,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-24,1,UPI,0.4,Li****@gmail.com,869****568,successful,127,150000.0
710,April Moore,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-07-22,3,Cash,0.3,Ap****@gmail.com,977****176,successful,128,525000.0
150,Donald Bradley,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-01-17,5,Cash,0.4,Do****@gmail.com,637****420,successful,129,24000.0
149,Ashley Mejia,103,1300.0,Shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,As****@outlook.com,687****443,successful,130,1105.0
274,Joseph Parker,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-06,1,UPI,0.15,Jo****@gmail.com,790****206,successful,131,42500.0
173,Joshua Smith,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-07,2,UPI,0.4,Jo****@outlook.com,937****378,successful,132,78000.0
633,Julie Jackson,103,1300.0,Shirt,Clothing,offline,Delhi,2025-07-13,-1,UPI,0.2,Ju****@gmail.com,716****701,successful,133,-1040.0
702,Robert Jackson,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-30,1,UPI,0.05,Ro****@gmail.com,817****138,successful,134,14250.0
362,David Wells,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-11-25,5,Cash,0.2,Da****@yahoo.com,761****722,successful,135,1000000.0
863,Travis Morgan,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-24,1,Card,0.15,Tr****@gmail.com,718****457,successful,136,212500.0
38,Laura Shelton,103,1300.0,Shirt,Clothing,online,Bangalore,2026-02-08,4,Card,0.05,La****@gmail.com,659****405,successful,137,4940.0
432,Charles Nelson,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-02-22,4,NetBanking,0.4,Ch****@yahoo.com,904****774,successful,138,3120.0
907,Jeffrey Mccall,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-02-17,4,NetBanking,0.05,Je****@gmail.com,670****650,successful,139,247000.0
400,Brenda Johnson,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-09,4,NetBanking,0.1,Br****@yahoo.com,795****393,successful,140,900000.0
180,Chelsea Meyer,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-07,4,Card,0.1,Ch****@yahoo.com,639****560,successful,141,4680.0
137,Kathleen Douglas,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-09-26,1,Cash,0.15,Ka****@yahoo.com,801****544,successful,142,42500.0
313,Mary Lowe,107,50000.0,Dining Table,Furniture,offline,Delhi,2026-12-04,3,UPI,0.35,Ma****@outlook.com,667****640,successful,143,97500.0
718,Rebecca Mills,103,1300.0,Shirt,Clothing,online,Delhi,2026-03-21,2,Card,0.1,Re****@outlook.com,935****168,successful,144,2340.0
975,Jacqueline Doyle,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-01-12,3,Card,0.1,Ja****@outlook.com,811****490,successful,145,175500.0
311,Juan Murphy,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-10-29,2,NetBanking,0.1,Ju****@yahoo.com,746****160,successful,146,2340.0
111,Alyssa Mitchell,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-09-08,4,Card,0.35,Al****@gmail.com,934****386,successful,147,130000.0
139,Melissa Peterson,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-07-09,3,NetBanking,0.25,Me****@outlook.com,872****133,successful,148,18000.0
644,John Parrish,102,70000.0,Phone,Electronics,offline,Delhi,2026-04-04,4,Card,0.2,Jo****@gmail.com,707****481,successful,149,224000.0
917,Alexandria Marks,105,45000.0,TV,Electronics,online,Hyderabad,2025-04-11,2,Cash,0.4,Al****@gmail.com,881****519,successful,150,54000.0
294,Jared Moreno,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-04-01,1,NetBanking,0.4,Ja****@gmail.com,663****809,successful,151,150000.0
171,Michael Church,105,45000.0,TV,Electronics,online,Hyderabad,2025-06-26,1,NetBanking,0.3,Mi****@gmail.com,867****681,successful,152,31499.999999999996
1,Karen Pollard,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-04-10,3,NetBanking,0.15,Ka****@yahoo.com,714****363,successful,153,38250.0
835,Juan Watkins,102,70000.0,Phone,Electronics,online,Delhi,2026-01-31,4,UPI,0.3,Ju****@outlook.com,797****580,successful,154,196000.0
363,Leonard Travis,105,45000.0,TV,Electronics,online,Delhi,2025-06-07,3,Card,0.1,Le****@gmail.com,903****472,successful,155,121500.0
334,Brenda Gonzales,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-05-11,5,Card,0.3,Br****@gmail.com,903****783,successful,156,227500.0
39,Megan Jones,102,70000.0,Phone,Electronics,online,Hyderabad,2026-01-03,1,UPI,0.25,Me****@gmail.com,727****686,successful,157,52500.0
892,Logan Hayes,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-02-17,4,Card,0.15,Lo****@yahoo.com,646****803,successful,158,153000.0
570,Donald Carter,103,1300.0,Shirt,Clothing,offline,Chennai,2025-05-08,1,Cash,0.2,Do****@gmail.com,794****219,successful,159,1040.0
152,Levi Leon,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-06-06,3,Cash,0.15,Le****@gmail.com,663****306,successful,160,165750.0
944,Julie Rodriguez,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-29,3,Cash,0.1,Ju****@yahoo.com,740****779,successful,161,21600.0
197,Gabriel Mills,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-15,5,NetBanking,0.25,Ga****@gmail.com,845****137,successful,162,4875.0
256,Nicole Williams,104,8000.0,Shoes,Clothing,offline,Chennai,2025-10-08,2,NetBanking,0.15,Ni****@gmail.com,926****732,successful,163,13600.0
993,Julie Wade,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-04-21,2,Card,0.2,Ju****@outlook.com,742****325,successful,164,104000.0
525,Laura Barajas,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-08-09,1,Cash,0.05,La****@gmail.com,856****400,successful,165,76000.0
976,Paula Rogers,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-13,5,UPI,0.25,Pa****@gmail.com,876****725,successful,166,937500.0
820,Mary Goodwin,103,1300.0,Shirt,Clothing,online,Delhi,2026-03-09,3,Card,0.2,Ma****@yahoo.com,857****201,successful,167,3120.0
92,Kelly Chang,101,250000.0,Laptop,Electronics,offline,Chennai,2025-06-03,5,Card,0.25,Ke****@yahoo.com,945****379,successful,168,937500.0
721,Robert Villa,102,70000.0,Phone,Electronics,online,Mumbai,2025-10-31,5,Cash,0.35,Ro****@yahoo.com,826****453,successful,169,227500.0
893,Taylor Walton,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-04-29,4,UPI,0.2,Ta****@outlook.com,718****386,successful,170,144000.0
871,Joel Hall,102,70000.0,Phone,Electronics,online,Chennai,2026-01-20,3,UPI,0.2,Jo****@gmail.com,898****629,successful,171,168000.0
5,Kathleen Olson,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-04-16,5,Cash,0.3,Ka****@gmail.com,640****805,successful,172,4550.0
368,Emily Scott,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-02-20,4,Card,0.3,Em****@yahoo.com,911****634,successful,173,140000.0
97,Joseph Nolan,105,45000.0,TV,Electronics,online,Bangalore,2025-10-09,2,NetBanking,0.4,Jo****@outlook.com,957****593,successful,174,54000.0
22,James Walters,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-09-13,5,Cash,0.05,Ja****@gmail.com,659****842,successful,175,213750.0
260,Cynthia Fields,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-09-20,5,Cash,0.4,Cy****@gmail.com,682****111,successful,176,150000.0
